id	titlescore	titlestd
1rlusx	1	0
1rluu4	2.3333333333	0.9428090416
1rluxs	394.398058252	581.754416204
1rluy5	155.34	229.665244214
1rluzt	38.2888888889	118.700486234
1rlv2h	260.19858156	550.40205833
1rlv8u	72.5517241379	192.445171091
1rlv97	260.165048544	386.954278353
1rlvaa	2	0
1rlvcb	26.8938053097	151.179103933
1rlvln	90.8956043956	172.023302416
1rlvm1	29.4158415842	106.253970673
1rlvnp	260.928571429	185.179628734
1rlvq7	36.2666666667	134.418236197
1rlvur	155.960784314	326.02312325
1rlvx5	15.75	20.437404434
1rlvya	239.567251462	447.731305026
1rlvzy	145.92	364.66838854
1rlw3b	32.5555555556	35.3525454407
1rlw81	198.5	336.886850441
1rlwcq	108.78125	241.115860943
1rlwdj	47.5619047619	190.59478784
1rlwkj	214.4	362.571703253
1rlwri	25.25	64.0366106224
1rlwsa	46.2673267327	145.054301276
1rlwt2	134.4	322.390100011
1rlwuh	406.19	586.3593556
1rlwuw	225.259259259	597.372877696
1rlwv6	52.7	28.8341811051
1rlwxv	250.269662921	410.48700219
1rlx2u	29.9824561404	97.6072493763
1rlx9b	4.625	4.8202048712
1rlxba	86.59437751	285.899847885
1rlxc7	84.7142857143	201.389256548
1rlxct	34.5698924731	110.370675341
1rlxd6	103.48553719	394.392740917
1rlxfl	26.3291139241	89.6045774033
1rlxnj	83.3333333333	273.821988674
1rlxpp	204	658.996089635
1rlxqw	506.962962963	556.932786122
1rlxse	44.3703703704	194.717867724
1rlxz1	24.2037037037	80.726419474
1rly28	183.938628159	527.229260364
1rly3i	54.6715328467	205.017076358
1rly41	136.259259259	302.556219764
1rly5t	141.535871157	380.612986884
1rly93	432.173076923	571.32575987
1rly9o	519.96969697	556.727495398
1rlyb7	83.1368421053	179.495117103
1rlycs	158.364615385	375.597895845
1rlyng	427.5	870.614376666
1rlypl	263	0
1rlysi	8	0
1rlysl	85.5	129.769988826
1rlysu	35.6666666667	20.4015249975
1rlytb	199	152
1rlyww	174.786885246	375.113335795
1rlz0g	88.4198473282	242.365976317
1rlz3k	114.5	262.638883894
1rlza7	29.1703296703	119.902930515
1rlzb8	138.369942197	333.564427517
1rlzc1	154.994594595	385.762320009
1rlzc3	146.272727273	310.673813749
1rlzcr	361.902439024	509.900746194
1rlzdb	262.275641026	462.268092568
1rlzea	123.640625	478.213941636
1rlzfz	136.378723404	345.784875281
1rlzg6	30.12	58.1336299687
1rlzjl	288.40952381	472.717739102
1rlzqn	264.222222222	552.555231584
1rlzu6	275.8	276.331974263
1rm08a	2.7142857143	2.2497165354
1rm0e5	7.2	6.0464865831
1rm0ed	119.755102041	320.181105041
1rm0m7	752	688.199099099
1rm0mn	12.5294117647	24.0614841043
1rm0n1	244.886010363	572.114116358
1rm0n7	28.4125	117.188170665
1rm0zw	168.625	338.47855822
1rm10d	85.3488372093	298.235187645
1rm10y	78.6629213483	205.902395543
1rm10z	6.4545454546	7.0112070853
1rm11a	146.867647059	436.494151447
1rm11z	67.88	184.00919977
1rm12k	267.718232044	505.85415227
1rm140	37.4285714286	180.972296694
1rm19q	77.6930693069	257.346964717
1rm1fq	355.849056604	653.977450313
1rm1ho	28.3333333333	86.0145797903
1rm1xb	518.5	381.189694684
1rm1y3	3.5	2.2912878475
1rm1yc	21.4545454545	29.5369218448
1rm1zk	113.87254902	257.652968901
1rm220	199.125	274.990198689
1rm25l	854.438914027	1096.66498641
1rm2cg	103.591715976	299.849497045
1rm2gl	42.4545454545	96.0726022526
1rm2hl	52.4526315789	136.485647475
1rm2j4	152.907284768	271.664439268
1rm2lo	128.076433121	433.23501722
1rm2u6	44.0430107527	113.879290364
1rm2uh	78.6842105263	277.467883894
1rm315	133.034267913	384.702258229
1rm35j	114.647286822	296.223235164
1rm38d	18.2967032967	67.9253783361
1rm39g	49.8203125	162.523721038
1rm39n	185.857142857	495.784494822
1rm3b1	51.256227758	214.052256496
1rm3f5	52.7956989247	139.214351561
1rm3gi	86.4839857651	310.511804453
1rm3lb	42.5463917526	103.149977949
1rm3lu	22.7647058824	42.9000608964
1rm3mk	8.7142857143	16.1249373779
1rm3tp	31.8443579767	129.701209675
1rm3v5	36.71875	143.641531767
1rm3y3	106.52027027	321.269346238
1rm46k	64.9830508475	276.247790074
1rm46r	108.967391304	264.081404243
1rm47m	119.8	214.297363493
1rm485	439.5	334.348246593
1rm4fc	321.647940075	581.149728676
1rm4nc	3	2.3452078799
1rm4qa	125.847058824	358.436326477
1rm4u4	199.076923077	400.483557157
1rm4x5	198.653061224	582.249939355
1rm58z	71.9583333333	202.470466811
1rm59u	151.178571429	419.513893915
1rm5a7	53.2601156069	232.172291203
1rm5c9	131.547169811	322.367308729
1rm5cs	99.3830845771	418.818205272
1rm5dp	79.56	324.437718317
1rm5h9	71.8658536585	224.381032751
1rm5i4	80.1856287425	300.343368821
1rm5kw	72.8346456693	221.461813554
1rm5nd	157.213375796	419.723266065
1rm5p8	138.094043887	348.724479089
1rm5r1	216.5	227.761388299
1rm5s9	19.8484848485	60.9486227811
1rm5xi	220.363636364	378.847600141
1rm60p	1108.5	1091.5
1rm62g	22.125	48.9498574223
1rm63x	98.3888888889	256.520334669
1rm66t	103.14527027	314.722651139
1rm675	null	null
1rm6aq	4.5	2.9580398916
1rm6eo	102.100257069	327.123142501
1rm6fh	207.52293578	810.35475219
1rm6h7	6.3333333333	8.1989159175
1rm6hh	102.212435233	219.429078917
1rm6rr	23.9603174603	133.529344067
1rm6ue	4.3333333333	4.6325281932
1rm703	59.9189189189	185.956748586
1rm7bf	9.5555555556	12.6764095084
1rm7c9	558.666666667	925.213608969
1rm7j0	null	null
1rm7qm	86.5939226519	299.305195903
1rm7t9	239.051044084	532.860295802
1rm7zw	240.93442623	479.317759765
1rm896	144.516483516	397.374553089
1rm89w	139.483695652	329.057893934
1rm8ae	7.5	5.5
1rm8bb	145.5	320.877313003
1rm8c1	15.0169491525	27.9384866226
1rm8e9	50.0517241379	105.838266728
1rm8i7	89.4285714286	154.693574659
1rm8ji	22.2058823529	71.2389431717
1rm8lp	120.171875	343.893177213
1rm8mh	232.933753943	470.079641581
1rm8qt	90.56	259.099993053
1rm8qv	54.2105263158	134.50712325
1rm8v1	25.7961165049	131.864107693
1rm904	4	3
1rm921	180.387096774	377.844880053
1rm93t	null	null
1rm93y	64.1276595745	279.527041056
1rm94a	833.333333333	1174.975839
1rm95z	84.1803278689	246.413504141
1rm96j	441	440
1rm9e1	168.049180328	476.712137523
1rm9nc	176.593023256	398.816326492
1rm9oy	118.238095238	313.519393303
1rm9yq	50.8148148148	128.020842353
1rm9yr	85.6977777778	302.988297896
1rma3g	203.137614679	517.314793662
1rma3s	165.918367347	505.794559276
1rma43	77.4545454545	235.085618305
1rmabc	111.934782609	272.541548661
1rmahs	64.4448529412	179.14551238
1rmakg	669	0
1rmalf	66.9772727273	177.273349358
1rmatf	39.2	135.711802484
1rmaxf	45.4772727273	84.4669081616
1rmayk	102.350649351	305.228135511
1rmaze	48.2686084142	191.567136438
1rmb0r	null	null
1rmb4a	55.3076923077	119.395196795
1rmb6k	3	0
1rmbbr	1	0
1rmbee	65.5	13.5
1rmbz3	189.893939394	438.6384626
1rmc1a	80.619047619	273.045517955
1rmc4p	57.4032258065	148.686123143
1rmc5j	60.3111111111	280.17076715
1rmcbr	95.1967213115	252.306463383
1rmchi	6	0
1rmckx	264.723809524	483.421564924
1rmcon	493.03960396	553.334785252
1rmcq1	268.464646465	484.438415814
1rmcsm	275.647540984	329.821832732
1rmcud	44.5099337748	96.6046334258
1rmcv9	89.5773195876	301.174875907
1rmcxr	33.5027932961	172.715653372
1rmd4x	452.210674157	941.165168371
1rmd6v	45	38
1rmd7q	252.75	272.30899269
1rmd99	271.928571429	951.125608671
1rmduz	83.4565217391	312.631099911
1rmdwb	26.3	41.5561066511
1rmdzk	105.48413631	269.060664261
1rme4i	68.1515151515	202.052566599
1rme6t	131.886597938	408.233076651
1rme71	140.570175439	310.626728363
1rmeeg	40.5681818182	84.6287071774
1rmeeq	75.8823529412	216.865969908
1rmefd	5	0
1rmehj	38.7333333333	104.742997644
1rmenv	50.3483870968	180.969239715
1rmeqd	39.375	69.1898430046
1rmeqi	null	null
1rmerk	222.325757576	460.571051114
1rmf12	218.025	540.6241526
1rmf5g	11.9921875	60.8791703004
1rmf5v	100.456521739	202.448727435
1rmf5w	102.657754011	345.99808426
1rmf8t	34.8378378378	159.431170189
1rmfdf	151.065989848	332.238157975
1rmfdg	470.555555556	869.271100931
1rmffl	58.2094594595	222.98940265
1rmffr	74.9893617021	203.38060404
1rmfp4	169.269230769	306.178499684
1rmfs9	258.666666667	166.91781078
1rmfy7	27.4069767442	119.849748756
1rmg2t	null	null
1rmg3n	104.286681716	331.272206007
1rmg5v	1	0
1rmg62	22.0901639344	84.6964690555
1rmgbh	26.7727272727	63.3833443983
1rmggl	1.5	0.5
1rmghv	14.7826086957	51.119601041
1rmglk	77.619047619	327.066006084
1rmgp4	12.4	16.9682055622
1rmgph	100.423076923	328.050438556
1rmgs5	24.625	48.2193879575
1rmgtl	48.8484848485	220.807899674
1rmgtz	42.0689655172	167.772769365
1rmguh	79.320754717	271.097311795
1rmgw2	220.216374269	418.46797298
1rmgwe	285.711538462	419.347539754
1rmgy6	181.301075269	415.347212827
1rmgyv	137.04	118.185609953
1rmgzr	292.541666667	386.445462499
1rmhf9	5	0
1rmhhn	78.8888888889	188.545393558
1rmhhv	54.0620155039	111.096769882
1rmhj0	63.3580246914	204.5476677
1rmhpw	7.75	30.7184797801
1rmhqr	79.1678832117	240.174953548
1rmhti	182.18	430.28510037
1rmhud	94.5248618785	262.714318068
1rmhw3	null	null
1rmi5h	2.5714285714	3.0639443699
1rmi8v	65.4503816794	201.654765589
1rmiaa	278.614583333	472.22060456
1rmig6	96.2307692308	299.708249232
1rmiiz	6.75	12.4205810385
1rmikf	3.1538461539	2.9572896595
1rmikz	152.75	71.443596634
1rminq	14.8837209302	39.6526835963
1rmio7	99.201793722	260.451108477
1rmiqq	12	0
1rmirm	100.808080808	161.148822413
1rmivq	65.5294117647	131.113833634
1rmivv	33.2195121951	62.945005883
1rmiwb	96.8526315789	463.102238761
1rmj2j	78.8034682081	209.248135439
1rmj31	135.593406593	269.354294157
1rmj44	34.905	139.174228846
1rmj67	241.24691358	562.027909567
1rmjat	32.0240963855	124.766478343
1rmjd9	86.2755102041	250.002031853
1rmjmp	26.5689655172	106.086027561
1rmju7	18.53125	79.2961160678
1rmjui	null	null
1rmjv8	136.131313131	238.972744588
1rmkck	57.90625	142.697748619
1rmkld	8.7777777778	16.7847667563
1rmkmp	3	0
1rmkoj	64.9761904762	199.043126231
1rml47	277.195121951	457.325108222
1rml9z	null	null
1rmlev	183.126315789	370.825799423
1rmlgc	42.4387755102	68.1952578288
1rmlhs	163.842105263	381.476461736
1rmlkd	78.8823529412	184.538018513
1rmllo	211.625	220.886247591
1rmloo	50.8881118881	143.714952183
1rmlt9	34	70.2696106565
1rmm5o	38.0526315789	165.776632753
1rmmbx	95.8888888889	235.292746474
1rmmca	48.6082474227	272.350992333
1rmmct	361.208737864	505.623108919
1rmmh5	330	274.757165512
1rmmi4	97.769874477	390.620557377
1rmms0	285.225352113	478.200373383
1rmmz2	88.6666666667	79.8929839779
1rmn2e	5.25	5.606915373
1rmn3l	5	0
1rmn5e	133.083832335	402.187661581
1rmn7l	66.1218274112	279.934483598
1rmn8l	132.603773585	482.494944333
1rmn9e	75.0754716981	202.659427021
1rmnec	173.473684211	373.481764287
1rmnfn	4	0
1rmngf	138	155.758359861
1rmnhg	162.265486726	264.645631076
1rmnip	18	0
1rmnl9	447.893442623	548.743494788
1rmnm1	45	0
1rmntk	54.45	140.804145891
1rmnu5	194.5	259.178992204
1rmnug	9.875	27.9863247855
1rmnul	53.9259259259	242.631701682
1rmnyn	74.25	97.880986407
1rmo1g	25.5432098765	124.89956947
1rmo9n	197	195
1rmogj	199.532352941	324.731240205
1rmolb	180.898989899	214.502689816
1rmomn	162.119047619	512.854961971
1rmomz	64.0344827586	125.844042167
1rmop5	406.15	586.072937014
1rmoqk	44.28	141.424614548
1rmot9	73.5294117647	152.707763063
1rmotl	51.7619047619	159.761400893
1rmotq	248.53038674	435.428734443
1rmoya	151.727272727	278.609972056
1rmp3t	4	0
1rmpcn	2	0.8164965809
1rmpj7	571.8	1137.10288013
1rmpjc	79.935483871	309.21418983
1rmpm7	2	1.2649110641
1rmpo9	8.2857142857	5.6999820981
1rmpq0	178.228070175	562.259570996
1rmpq6	14	0
1rmpqb	274.567567568	665.149954259
1rmpuq	554.45	460.826830274
1rmq6o	57.375	118.728616496
1rmqd0	98.7387387387	381.352611929
1rmqgl	76.7551020408	228.631200275
1rmqhq	55.6838235294	206.186583912
1rmqpv	182.4	349.378076015
1rmqw3	450	634.00565192
1rmqxq	172	0
1rmr5a	49.4952380952	112.107781796
1rmr7k	269.339070568	435.113351412
1rmrka	21	0
1rmrxy	1	0
1rmrzo	157.256097561	368.318519729
1rms2a	6.5	10.4203326882
1rms4u	438.947368421	527.525052903
1rms7l	4	0
1rmsam	10	0
1rmsdf	49.8974358974	112.988342536
1rmsdh	2	0
1rmshy	37	25.5734237051
1rmsjs	66.3513513514	198.54564871
1rmsr9	181.538461538	506.861096946
1rmst3	123.975	216.590568527
1rmt2v	353.043103448	507.269879749
1rmt71	62.8804347826	250.022513873
1rmtfb	150.404761905	502.114484172
1rmthb	457.285714286	855.452881609
1rmtla	103.419753086	437.723258427
1rmtlh	280.833333333	489.402668794
1rmu0b	240.185185185	529.90383733
1rmu4i	6	0.8164965809
1rmu4q	262.396396396	368.534724103
1rmu5w	100.714285714	160.129157054
1rmu7t	502.155963303	556.541798826
1rmua2	162.278688525	222.909312674
1rmuc3	null	null
1rmuce	6	4.0824829046
1rmudm	50.6721311475	196.267943426
1rmug0	339	555.749493927
1rmuio	173.659217877	409.955006472
1rmul9	14.1666666667	39.8347280091
1rmuoj	2	0
1rmuq6	23.25	20.029665499
1rmuun	248.336956522	1365.8885886
1rmuze	null	null
1rmv01	90.9207920792	274.173435865
1rmv88	9.6	11.8591736643
1rmv8m	359.344827586	480.266091896
1rmvbw	11.25	7.9175438111
1rmvc9	59.3609756098	171.437413565
1rmviv	153.780952381	364.796146099
1rmvsb	82.8606965174	266.003236612
1rmvtm	12	12.0623380818
1rmvvw	86	115.99137899
1rmvwp	160.680232558	495.781217843
1rmvxp	159.925465839	389.461789047
1rmvxu	19.3333333333	12.2565175406
1rmvzr	239.166666667	514.256232069
1rmw1p	124.891304348	334.988268987
1rmw2b	74.9701492537	493.40351535
1rmw4j	102.429032258	335.587563395
1rmw5g	62.0208333333	174.952591545
1rmw8k	8.2	11.4830309588
1rmwbe	156.45	326.181004199
1rmwk7	87.1111111111	175.536285862
1rmwmp	203.010752688	205.88769225
1rmwsb	116.666666667	162.896865804
1rmwt5	54.1923076923	174.607916648
1rmwur	67.0877192982	175.134537829
1rmwxo	112.875	289.212049153
1rmx1i	202.375	438.801190034
1rmx6r	207	370.622642127
1rmx9h	79.8571428571	155.76349157
1rmxb5	194.10041841	590.377864921
1rmxc2	182	446.116780471
1rmxsm	21.3333333333	13.8884444373
1rmxvy	24.2564102564	50.3249532583
1rmxxp	24	9.0921211313
1rmy6n	3.375	1.8666480654
1rmy79	345.5	561.748584531
1rmy8n	24.4117647059	38.2146550631
1rmy8o	26.3111111111	87.6441852599
1rmydo	121.858585859	230.222707728
1rmyg4	5.5593220339	8.4698291789
1rmysy	null	null
1rmyt8	8.4782608696	15.8494810372
1rmyvd	null	null
1rmyw8	1	0
1rmyxi	57.1657608696	181.788539426
1rmyyj	34	0
1rmz0z	37.2	69.9096559854
1rmz9m	3.75	4.0645827994
1rmzh4	381.894736842	524.748135262
1rmzix	205.394495413	431.101618927
1rmzj8	78.3333333333	108.659508967
1rmzje	7.8260869565	9.4806538663
1rmznv	3	0
1rmzpr	72.5925925926	203.785337178
1rmzsj	19.3548387097	50.3097171318
1rn00b	67.4285714286	299.33947693
1rn08c	240.637566138	530.275016863
1rn08k	154.511406844	337.813697141
1rn09r	6	0
1rn0hd	83.6949152542	212.216491175
1rn0hh	8.4285714286	6.9252569392
1rn0ih	92.3333333333	137.495050416
1rn0lh	1	0
1rn0pv	null	null
1rn0vu	57.6136363636	232.345277542
1rn0yk	109.827586207	338.473575155
1rn10u	127.845070423	326.239894793
1rn136	6.75	13.3299474868
1rn141	48.9189189189	162.432319108
1rn1cg	245.2	384.089781171
1rn1cv	426.666666667	540.491972789
1rn1h3	8.6666666667	10.1434160365
1rn1ke	25.0909090909	61.6816674481
1rn1nn	88.25	104.370434032
1rn24f	57.8888888889	266.479598737
1rn26y	291.401617251	495.964418011
1rn288	147.5	337.717707561
1rn293	104.888888889	265.096520973
1rn29n	78.3586956522	283.07279681
1rn2k4	319.411214953	420.022406017
1rn2k7	218.175438596	548.418746277
1rn2qe	217.056603774	476.404078333
1rn2u1	57.0135501355	181.565526648
1rn2uu	150.3	467.052985732
1rn2vv	286.475138122	523.116939369
1rn2y4	1	0
1rn30a	181.936507937	208.994901815
1rn30e	480.198945982	762.508884122
1rn31a	99.2	334.427645871
1rn37t	230.857894737	502.419803305
1rn39a	44.6601941748	149.582367049
1rn3dm	103.142011834	261.089848188
1rn3pg	2.3333333333	1.2472191289
1rn41b	100.785714286	297.270162175
1rn4b0	119.813636364	435.483312273
1rn4bv	57.5555555556	46.4186531259
1rn4ej	46.25	66.9640761901
1rn4ev	13.7582417582	33.6011972116
1rn4h9	8.2	6.4311740763
1rn4id	23.8474576271	72.0192567373
1rn4kx	159.124352332	314.663822713
1rn4sa	123.279850746	193.794349871
1rn4wk	270.348837209	452.004840668
1rn4x4	260.166666667	379.506660753
1rn5lm	44.3947368421	145.580243648
1rn5n6	1	0
1rn5uf	90.1186440678	308.100472537
1rn5xo	62.0555555556	212.474697114
1rn5zs	219.166666667	318.976078866
1rn61y	624.285714286	947.154190839
1rn6at	199.397260274	468.317569918
1rn6bn	278.927536232	410.12947121
1rn6fn	53.2173913043	215.961340446
1rn6lr	88.3283950617	260.351411728
1rn6lu	100.43902439	236.878640203
1rn6m6	10.25	26.1808613304
1rn6ow	370.217128028	662.710812904
1rn6vp	63.8260869565	179.037277029
1rn754	30.9482758621	114.592519828
1rn7aa	139.006535948	305.731021445
1rn7bj	40.0869565217	87.2427463254
1rn7el	317.463414634	391.879280663
1rn7f5	497.96	553.891630556
1rn7is	207.096202532	440.387321885
1rn7j7	6.3333333333	4.4969125211
1rn7k4	94.962962963	266.420786849
1rn7li	161.252336449	403.394964116
1rn7to	13.9	18.6088688533
1rn7zb	224.797979798	485.619171151
1rn82c	76.7419354839	235.271012944
1rn83u	196.338345865	495.53455434
1rn8ci	59.2083333333	237.382598907
1rn8i8	63.8356164384	166.612421522
1rn8mb	20.95	84.732505569
1rn8nj	21.6363636364	86.3350328573
1rn8r3	5	0
1rn8us	1	0
1rn8xa	99.4285714286	334.11540228
1rn8y8	21.0416666667	33.0762744358
1rn91g	72.1451612903	189.045922063
1rn91y	123.783898305	364.94013892
1rn99l	301.769230769	685.474025076
1rn9fb	134.832046332	392.853697674
1rn9iw	287	426.855947598
1rn9mz	88.5	124.049385327
1rn9nv	8.25	13.5807768555
1rn9q8	1	0
1rn9uz	124.666666667	126.810444715
1rn9x7	125.9375	329.420843189
1rn9xb	2	0
1rna42	162.466346154	537.189793153
1rna4s	392.394230769	578.990374875
1rna91	327.692307692	501.412678895
1rnaj8	36.48	220.842227846
1rnalr	105.666666667	143.787652074
1rnamn	12.25	37.6920084368
1rnazp	178.558823529	398.630288405
1rnb42	101.795180723	331.687280469
1rnba4	107.3	252.43733876
1rnbkc	80.9230769231	282.095854287
1rnbkp	54.0117647059	281.141852164
1rnbl3	151.5	546.043131139
1rnbme	250.833333333	443.055726725
1rnc3z	57	204.124003232
1rnc4e	216.265895954	543.113406273
1rnc8u	372.672897196	520.053893248
1rncb0	3.5	1.5
1rncdw	85.8969072165	417.33437321
1rncfh	29.2408759124	132.72503411
1rnco0	71.5076142132	268.385426675
1rnco5	351.006493506	424.951861242
1rncqa	33.8823529412	57.7987200682
1rncsw	50.0545454545	184.45491375
1rncwt	86.0555555556	214.551074526
1rnd8r	18	0
1rndda	2	0
1rndpf	131.375	295.30786372
1rndts	115.165467626	419.518827898
1rnduk	null	null
1rndy1	101.922330097	234.394890817
1rne56	79.1385135135	240.91716167
1rneak	91.6966759003	319.409697425
1rnejd	46.472	113.653549069
1rnen1	88.8722222222	224.461603511
1rnepl	312.6875	400.37009734
1rneqv	550	0
1rnevl	100.099173554	277.030964792
1rnex9	155.701348748	332.327828456
1rnf3b	14.7472527473	24.8572157285
1rnf3g	12.6153846154	39.7226702595
1rnf5r	6.9473684211	16.9192313008
1rnfck	296.875	512.423909689
1rnfs3	155.213675214	340.934909422
1rnfsl	165.361111111	300.215214728
1rnfvk	88.347826087	355.858334705
1rng0c	135.32	296.731760349
1rng3m	240.362162162	634.049877547
1rng4y	57.3333333333	128.796890059
1rng5x	289	224.005952302
1rng96	36.1515151515	140.736760049
1rngep	184.166666667	249.831554363
1rngfk	null	null
1rnggc	59.8723404255	235.609740165
1rngi4	139.713450292	384.056502902
1rngms	90.6153846154	404.639162799
1rngpn	9.2745098039	14.7715657319
1rngvj	303.928571429	412.757316157
1rngxa	105.608910891	341.452677845
1rnh0a	80.3661417323	257.851853859
1rnh71	67.7202797203	153.244829279
1rnh7l	1	0
1rnh7x	182.5	112.5
1rnhn9	12.7941176471	24.9620646438
1rnhwj	2.5	1.5
1rnhy7	269.028037383	396.746757855
1rnhz5	1	0
1rnhz8	141	105.036501592
1rni1f	113.873303167	422.784651774
1rni3y	96.2833333333	313.581732656
1rni7y	5	0
1rni8w	8.2197802198	13.1899080617
1rni9t	95.4905660377	321.876023399
1rnia3	85.9336099585	302.744862919
1rniff	59.7935483871	172.385602901
1rnii0	33	38.1903129079
1rniio	459.165048544	438.188173815
1rnikl	227.833333333	270.899916344
1rnip9	269.557692308	573.098265284
1rniwp	30.1526717557	140.635985822
1rniyd	73.9974937343	263.945839158
1rnj3f	126.769230769	339.12220485
1rnj6d	207.82122905	327.849794256
1rnjc0	155.29	307.811477856
1rnjev	149.922077922	426.239595841
1rnjjb	117.259803922	440.34443532
1rnjpg	35	0
1rnk91	345.333333333	509.50900112
1rnkk3	53	45
1rnklj	93.1296296296	462.227859726
1rnkpe	86.8620689655	310.896707259
1rnkz1	19.75	16.9908063375
1rnl1h	51.3604651163	180.5805182
1rnlk2	323.906593407	446.543005891
1rnlm4	16.5849056604	69.8422572963
1rnluj	1575	0
1rnlyz	101.762711864	291.241925122
1rnm1k	2.1818181818	1.5850541613
1rnm5a	222.546099291	458.633933278
1rnmfv	74.443902439	294.612905227
1rnmh2	23.7857142857	43.1445718675
1rnmkf	44.33	66.1189919766
1rnmki	57.5714285714	168.019151808
1rnmni	192.459459459	227.662219515
1rnmsy	83.1460674157	185.341897891
1rnmvx	113.52173913	335.128414008
1rnmyk	62.19	263.978813354
1rnmz5	7.4	6.2268236954
1rnn07	49.1944444444	224.803472127
1rnn46	93.7586206897	256.002108716
1rnn7b	23.5094339623	113.996875601
1rnncs	119.913043478	314.616386572
1rnnkq	79.4482758621	312.478588089
1rnnqj	76.6104651163	191.525559973
1rnnrt	7.4	8.2040640336
1rnnwu	48.0482954545	138.412654799
1rno14	490.598765432	712.514504595
1rnoa1	85.5454545455	207.093804575
1rnoc9	4.2765957447	6.6226629845
1rnod9	393.484536082	571.483566042
1rnofs	125.410526316	316.47727098
1rnog5	194.2	414.567667944
1rnohd	137.833333333	312.111046834
1rnokb	327.7	455.305117476
1rnokt	5.4	8.6779413842
1rnon7	56.2647058824	158.034119329
1rnool	247.167064439	540.670621999
1rnotg	277.86	491.688336652
1rnow2	68.5697674419	221.343022263
1rnoz4	113.818181818	469.625308707
1rnp3b	56.0793650794	147.913992769
1rnpaq	68.5384615385	156.312121379
1rnpbq	422.95	467.13384324
1rnpgx	18.5666666667	86.0998193313
1rnpha	67.8505747126	255.316325267
1rnprt	135.520215633	344.848060602
1rnpru	2.5	1.5
1rnq48	32.0983606557	154.455331218
1rnq5q	27.5714285714	41.9212088936
1rnq5s	50.2105263158	241.012246675
1rnqkz	23.6530612245	66.7944000526
1rnqqn	69.6470588235	142.900187781
1rnqrv	21.6960784314	65.1613065168
1rnqya	131.334975369	262.040131752
1rnr3a	106.783292978	370.600004654
1rnr4o	38.0952380952	106.102558096
1rnr5p	1.3333333333	0.4714045208
1rnr62	256.04040404	424.404917174
1rnr6n	154.699115044	346.318536809
1rnr8z	15.5555555556	21.6903005005
1rnrb0	null	null
1rnrch	39.9855595668	206.441379362
1rnrj3	7	3.559026084
1rnrkj	211.252336449	428.989969895
1rnrll	24.9444444444	49.620193271
1rnrxn	180.354166667	330.962736421
1rns95	48.8897637795	95.4954117995
1rnsca	32.2666666667	64.7682706955
1rnscy	183	0
1rnse8	100.552631579	323.24479052
1rnsey	null	null
1rnspg	281.774336283	465.568647881
1rnsr4	37.5041322314	185.607807614
1rnsto	11	0
1rnsxs	152.83935743	438.687745497
1rnszi	307.666666667	403.668455818
1rnt14	16.7142857143	26.2989097314
1rnt75	27.0240963855	69.4359331827
1rnt7q	4.3125	6.2920460702
1rnt7s	18.3	67.1945682329
1rntc7	28.24	101.119446201
1rntfj	7.625	6.7349368965
1rntfz	53.12	151.193470758
1rnth6	1	0
1rntjz	null	null
1rntna	144.813084112	429.163675524
1rntt0	11.9615384615	26.327056526
1rntuo	157.375	313.767205704
1rntv6	520.75	462.622078483
1rnuah	79.3418181818	281.146897023
1rnual	41.7272727273	99.9673500418
1rnubh	21.9226190476	131.172369197
1rnuce	12.8	21.1224998521
1rnujr	28.5	19.931131428
1rnumu	57.2857142857	105.618875864
1rnuru	45.6744186047	144.537549789
1rnusv	157.576576577	365.870947798
1rnuua	87	15
1rnuw8	30.2142857143	86.2903558354
1rnv1x	29.3333333333	55.9409410798
1rnv8j	131.12	375.829357023
1rnv8u	95.1404056162	294.302113136
1rnv9o	44.702970297	184.861015202
1rnvlq	293.61682243	463.748897671
1rnvn7	72.9892473118	326.9217293
1rnvsj	130.344827586	109.030927552
1rnvua	39.9259259259	166.579516309
1rnvv9	9.085106383	14.7674596084
1rnvxa	147.126637555	349.304532539
1rnw0e	465.504273504	553.802189745
1rnw14	31.25	28.79127472
1rnw3q	34.3939393939	102.199578779
1rnwa6	277.735	567.815898663
1rnwd0	38.2129032258	204.200438756
1rnwec	211.474747475	426.530005184
1rnwh5	163.887931034	427.032649797
1rnwhn	143	124.587318777
1rnwig	312.010204082	556.614997101
1rnwkg	315.571428571	580.136489922
1rnwm7	34.3619047619	153.80675097
1rnwn5	46.3867924528	142.917945237
1rnwnk	365.75	552.870859695
1rnwnv	15.4	18.7040102652
1rnwrw	60.8798586572	312.771120073
1rnwuj	113.020408163	191.64619717
1rnx2o	290.712962963	462.560127241
1rnx3s	31.4615384615	60.1250176838
1rnx83	25	21
1rnx9h	210.60952381	471.198562841
1rnxbi	50.6	152.559627687
1rnxej	147.036697248	314.041922247
1rnxgd	230.583333333	484.037382337
1rnxgk	1	0
1rnxky	4.6	2.5768197454
1rnxnu	149.850828729	305.495856076
1rnxod	14.98	38.273484294
1rnxri	280.696428571	556.792801067
1rnxsf	239.348571429	473.956295376
1rnxsk	2	0
1rnxy7	27.85	156.599683376
1rnxz4	82.8823529412	238.649603431
1rnxzq	973.4	693.635682473
1rny1a	11.8333333333	30.838738265
1rny5c	269.786982249	857.11408012
1rny5n	48.1034482759	170.510864216
1rny6z	55.0909090909	183.824251316
1rny79	117.989130435	326.890404935
1rnyc1	306	0
1rnyg5	230.184210526	482.192790406
