id	titlescore	titlestd		id	titlescore	titlestd
1refpo	144.246575342	344.038178067				
1ircew	144.25	325.052141043				
1romdt	144.272727273	402.511680442				
1rq9to	144.279411765	370.376064672				
16pfle	144.297297297	214.685422265				
kgfy4	144.323232323	311.62865846				
16dqrm	144.333333333	67.9869268479				
1g4uew	144.333333333	178.979204254				
1mtvqe	144.33481153	230.620807035				
1rhxjs	144.354330709	390.207667859				
1r5ilh	144.375	172.694772286				
nytps	144.387700535	440.985851033				
1q68go	144.394230769	258.802026292				
1a5nvt	144.4	122.20572818				
p292y	144.411575563	363.80586197				
1e6253	144.414012739	274.733908197				
1mg5x3	144.4375	209.407488151				
1re06s	144.4375	249.844443792				
1ikbg5	144.458452722	278.711313234				
1rp4cz	144.466666667	237.664852728				
1riidy	144.473684211	364.200619731				
1ri13q	144.5	311.353255965				
1rm896	144.516483516	397.374553089				
rm3pm	144.571428571	76.2324586715				
1lx9dt	144.592592593	355.360866065				
1r8z8f	144.609756098	393.928548557				
1roga7	144.611111111	316.995993471				
1raexw	144.616246499	458.97631932				
s60gz	144.61627907	353.621452726				
1bxgbv	144.620689655	326.543223499				
1pegqr	144.631578947	326.390113777				
19twkq	144.666666667	406.593693228				
1rhkhi	144.666666667	296.484775701				
zrjij	144.666666667	221.627064132				
1rqflb	144.678571429	396.517186042				
13aoe2	144.702865762	473.462583735				
ymqhj	144.775	203.817625281				
vmpcs	144.776699029	486.991755119				
1omvhv	144.777777778	115.816692117				
1q15fu	144.811881188	495.759138118				
1rntna	144.813084112	429.163675524				
1r9h2c	144.833333333	313.555426608				
1liiqi	144.8671875	250.498233873				
1r7ngw	144.911564626	601.349456681				
1rj86e	144.926553672	337.819512246				
1kzqri	144.941860465	182.185272083				
1gwrbi	144.957831325	266.75762548				
17j10z	144.975877193	437.697616358				
1m6s1z	145	180.958558792				
1q7s97	145	109.30507765				
1qnlst	145	0				
1rbyux	145	0				
1ehsel	145.023622047	332.649456424				
1qsl5m	145.068627451	333.59789285				
1qn4l1	145.071428571	191.791974714				
1qb0qn	145.074074074	220.958505561				
1ddf55	145.076923077	371.929706576				
v8vun	145.117647059	186.447873918				
1ay3iq	145.122340426	223.705426871				
1nyt4a	145.142857143	114.065681043				
1rkq22	145.146341463	392.126853326				
193fol	145.153846154	161.102855895				
1r1c3w	145.192307692	125.283070018				
vwlbx	145.204778157	256.003184396				
1rp8eg	145.220238095	353.219047537				
1pa5k2	145.222222222	152.243064267				
1rq8m9	145.238738739	368.46532436				
1rghrg	145.25	221.661199807				
1cp6vs	145.272727273	381.815064922				
1mz3qh	145.32	161.252279364				
1osc8a	145.333333333	106.771823166				
1rfi58	145.400890869	465.877675524				
1qgjyc	145.407407407	214.079988384				
1rp8ca	145.420560748	299.902446363				
1984ff	145.428571429	170.608036273				
14x0pe	145.433497537	292.500682936				
1rdjpd	145.448598131	335.095389785				
1q6lpx	145.45	142.157122579				
1ren2b	145.454545455	126.428825566				
1rkq2p	145.485623003	422.398325802				
1re9gv	145.497607656	424.933117444				
1pj6hq	145.5	75.0249958347				
1rl467	145.5	138.5				
1jdzzq	145.5625	82.9931990813				
1d9s8h	145.596774194	366.782807301				
1rkmx4	145.607929515	359.132962908				
18x056	145.657894737	340.5514318				
1leu9r	145.666666667	203.839533839				
1riu8g	145.715686275	426.003621854				
1ky04l	145.75	366.345038864				
1q1pps	145.79	209.800776691				
1q9012	145.79	209.800776691				
1qb48i	145.827586207	125.264428989				
1rioi0	145.843971631	254.996795521				
1rk87l	145.877192982	421.706737719				
1fvzr8	145.888888889	324.3994261				
1pyn4l	145.904761905	391.08224744				
1rlvzy	145.92	364.66838854				
1779b7	145.923076923	130.159938028				
1ghkbg	145.931623932	331.80160189				
1qu5pg	145.933333333	336.591734235				
1qi38j	145.962962963	311.632675684				
1cdclu	145.972222222	382.919123032				
1pvjfw	145.988847584	322.814395132				
1qytst	145.989795918	260.611349342				
1bj2kv	146	55.9344854867				
1r1m8u	146	270.454163483				
1r69dt	146	0				
1r67hm	146.01010101	276.550194357				
1rol2t	146.07881137	369.146715286				
1qy5xr	146.13	225.150201199				
1g1eyz	146.165413534	422.683597702				
1rh1lm	146.171875	407.03326625				
vqpfy	146.188679245	374.552641669				
1gljd0	146.263157895	476.539703113				
1r7frx	146.266666667	487.929976761				
1rlzc3	146.272727273	310.673813749				
1q8ckn	146.303921569	275.989140495				
1rodcj	146.306179775	755.957294782				
1rjkdw	146.325581395	266.777820714				
1q12t9	146.361256545	268.911925025				
1q6zvo	146.363636364	189.947970258				
1l9wte	146.368421053	156.058427158				
1ex9gt	146.371212121	527.957964427				
1hryf6	146.375	478.039469474				
1rfb2c	146.411764706	434.257779073				
1rg959	146.418111753	430.709139391				
14cy4x	146.459459459	284.608464537				
1rl996	146.463855422	310.236241922				
1ke2xc	146.495934959	279.431576743				
1phh1b	146.5	108.6864757				
112qat	146.537634409	427.593102712				
1i1eko	146.564935065	403.272247401				
1r8e3s	146.627705628	430.368673035				
1ro698	146.636363636	255.649715156				
1o16k3	146.666666667	96.7482414425				
1pmn0o	146.675	305.395005485				
11tbji	146.678571429	320.938251023				
1rlbg1	146.679012346	539.524455153				
1mxlbe	146.684210526	208.265532088				
hjg2q	146.696969697	481.708776547				
1og1sc	146.714285714	100.407333662				
lv3vh	146.744680851	356.838152006				
1rq4f1	146.784848485	354.437282242				
1r8yr6	146.8125	172.588100238				
1qu5v4	146.818181818	250.296122144				
1pdki9	146.824742268	146.455018274				
1pfcbv	146.853658537	259.884548568				
1rqen5	146.861460957	406.778253546				
1rm11a	146.867647059	436.494151447				
1rp784	146.875	177.741692844				
1i87fo	146.888888889	194.877992854				
1qrty1	146.888888889	233.199697181				
1rohs0	146.888888889	280.361847319				
1nnlj7	146.895833333	136.292155494				
1r60zu	146.919191919	276.449702323				
1rgk9z	146.928571429	439.291713083				
1rawb8	146.960264901	264.659218113				
1qmi26	147	0				
1rqddp	147.009375	397.249681293				
1q2bwf	147.01875	273.651739714				
1l6kf4	147.028571429	285.477993719				
106sen	147.032786885	353.406883287				
1rnxej	147.036697248	314.041922247				
12221t	147.037383178	669.043618226				
1ioqqn	147.056726094	264.162942123				
1rpxv4	147.058823529	381.403209615				
1hevm5	147.108695652	295.543878024				
1rnvxa	147.126637555	349.304532539				
1rj0xl	147.141304348	391.930466923				
1irt5f	147.142857143	144.613206838				
1rgj84	147.147826087	517.193214984				
1rpkgl	147.166666667	295.327736967				
xsa8l	147.166666667	185.51317713				
1rew42	147.230769231	501.941944827				
1nta0z	147.24	257.235810882				
1riuaa	147.277777778	458.740341171				
1rqkpy	147.281524927	405.367698019				
1o830t	147.283636364	376.105564854				
1ph2w2	147.294117647	143.411692323				
1rbws0	147.297916667	242.298070557				
13w07e	147.301181102	334.853672706				
1iq4uv	147.333333333	113.772677837				
1nahw7	147.333333333	100.673840804				
1qtydn	147.343434343	500.403456649				
1qpzpu	147.353535354	257.163168465				
18mz9n	147.363636364	271.753990596				
1pfqg8	147.369565217	235.424487912				
1rex7c	147.37804878	172.258288784				
1l2w2a	147.398576512	338.88980016				
1raqtg	147.405228758	212.199327859				
1qz516	147.43	336.4958025				
1rkjki	147.440944882	394.402381634				
1kevsj	147.461538462	326.244036877				
1r8v4x	147.461538462	258.291610807				
1pabwq	147.476190476	173.45951059				
1ifti7	147.481152993	377.759507108				
1bgoku	147.5	67.5				
1rn288	147.5	337.717707561				
1esis3	147.514285714	374.615513733				
1q02so	147.527272727	294.428250531				
1q240l	147.547008547	481.300259815				
wn9ai	147.6	300.28404331				
1l5ahk	147.633333333	513.211277697				
17g65g	147.636363636	88.8597185837				
1rqk7y	147.643051771	422.941168794				
1jjv9m	147.646153846	220.120905991				
1rqgz8	147.676646707	532.435352343				
1petcu	147.702970297	338.734790519				
1ror1w	147.751091703	349.179479958				
1rqkhe	147.764578834	420.602461403				
1roo1q	147.766871166	408.805015555				
1ns30s	147.773333333	311.129911702				
13ke6e	147.789473684	342.959807212				
1gnh9m	147.818181818	429.616316105				
1ehps6	147.838709677	359.338379191				
17bgko	147.84	342.578304042				
1rpw7c	147.886363636	803.012459314				
1nh06a	147.888888889	386.568218629				
z177g	147.902735562	379.624974467				
13gipk	147.905759162	340.039436454				
1amnsj	147.940652819	365.061308672				
o04yt	147.944990177	264.333184329				
1b41j1	147.968085106	280.892099073				
1rc26o	147.991974318	383.592959428				
1fjfx2	148	106.209698239				
1nablh	148	127.062189498				
1onf8m	148	152.798887431				
1rl1jk	148	0				
1pn89g	148.006289308	179.955881975				
1rbxu3	148.019047619	302.23960791				
1jqx67	148.021276596	438.729815047				
1rnzlc	148.106918239	302.935939659				
1jhgld	148.146341463	404.500056437				
1frt4f	148.166666667	251.94483423				
1ri5lw	148.166666667	310.388153053				
1bcscs	148.176470588	358.577401926				
x4clc	148.2	355.094704113				
1rcrjb	148.212328767	441.985591548				
z09zm	148.213740458	380.800703373				
1rcg3i	148.228417266	359.530324091				
14mi8b	148.236111111	249.871383196				
1qoq2a	148.256410256	449.313810233				
15aqes	148.259445844	492.538687192				
1lqzlm	148.260869565	358.601173328				
1rhvmg	148.295938104	393.131955545				
1q96xl	148.310294118	226.689647679				
n6hwo	148.333333333	361.729758661				
1rq7ye	148.342857143	329.281030026				
atn28	148.431893688	468.782362263				
1rp04v	148.461538462	336.935537177				
142m0f	148.49124424	407.492893457				
18yi72	148.5	135.174886721				
1ri7h7	148.515384615	328.70649135				
1k9f9x	148.587628866	325.061826081				
1oqpse	148.59429477	407.322563315				
1oj8xr	148.598930481	340.284443143				
1q1sl8	148.642857143	126.85768581				
1q3u2i	148.65	140.252370746				
192tnn	148.666666667	66.734965015				
1k0smc	148.710526316	462.399742072				
1ri614	148.728813559	362.624149658				
1rf7xn	148.757575758	210.095942052				
138k90	148.767634855	353.22198648				
1pmmed	148.806122449	250.746097215				
1rqdn4	148.826086957	248.884581627				
172rox	148.847887324	311.951782957				
1rfqdo	148.857142857	190.66457351				
1rj52e	148.859922179	317.308604999				
1rcop2	148.868686869	210.025955417				
w2rqy	148.876712329	370.295381731				
1mk8gd	148.877358491	367.808494644				
1lqvkb	148.882022472	190.718165536				
1ggaq2	148.889589905	418.760847162				
1riy0r	148.909090909	209.99904237				
1dw4tk	148.928571429	281.503800391				
13coly	148.933333333	359.367576187				
1etv01	149	116.986675963				
1kx8z8	149	110				
1remx1	149	181.860752592				
1rax1w	149.021126761	342.920256577				
16kv79	149.044117647	158.757068747				
19wuq5	149.058823529	115.658457939				
1rq88y	149.072131148	398.502839174				
wglsc	149.089430894	240.076512469				
1rkwmm	149.096774194	267.379319156				
1f6yuw	149.112107623	359.265432666				
1ri6pj	149.114285714	364.94890221				
10dyzq	149.116666667	419.714997642				
1rjcj7	149.144444444	406.746551201				
1pgicw	149.153846154	251.728286407				
1k9r4g	149.211538462	461.641583271				
y7ilh	149.216666667	342.438952791				
1nvs5a	149.222222222	154.025090148				
1oh9mt	149.238095238	378.444171483				
1rl3zo	149.25	230.392464069				
1200h3	149.272727273	459.43323742				
1bb5xn	149.285714286	228.616468777				
1jkaqa	149.315789474	208.439074181				
1pai80	149.333333333	151.303227549				
1rf5nq	149.34	420.650109236				
1rq6yk	149.371179039	365.997777511				
1kxe5e	149.376044568	454.278472981				
1pdnj5	149.377192982	320.642348451				
1rh898	149.419354839	403.786335562				
1qsnvw	149.434343434	241.051533181				
1r2iim	149.449122807	288.868199851				
1reybf	149.483870968	258.602680794				
14ju53	149.486842105	365.471324868				
1rb8ya	149.494623656	399.548627685				
ge5wo	149.539473684	242.621272306				
1g6wo2	149.551020408	247.283614848				
1rq721	149.556097561	408.336617504				
1rp4bh	149.582278481	708.447007942				
12o817	149.586481113	440.777345117				
1ronx2	149.589641434	427.622067254				
1j3fmd	149.6	82.5774787699				
1pqru8	149.6	109.819124018				
1dyqc8	149.607843137	392.261408859				
1gvpi5	149.613333333	239.081570088				
1ivmr1	149.634146341	259.82374477				
1r5l6s	149.636363636	485.438208356				
1mv4bj	149.645454545	492.095197486				
1h8v5u	149.659793814	395.555172598				
136qzr	149.666311301	427.757631388				
1r668g	149.666666667	133.277488305				
1rodau	149.682080925	340.532526813				
1q8q6g	149.702380952	269.048711281				
1rbid4	149.73245614	321.89751747				
1rqbji	149.754285714	403.120871163				
1gigae	149.820936639	383.050728362				
1rqhbf	149.828382838	805.705715457				
1rnxnu	149.850828729	305.495856076				
1qc6u8	149.866666667	212.654921306				
1rgmcv	149.875	281.83784507				
1k3txe	149.888888889	341.924979137				
1h04vq	149.905511811	241.94947846				
1rbfm5	149.913043478	443.910479914				
1rnjev	149.922077922	426.239595841				
kk0jt	149.93814433	336.025536414				
q116u	149.955555556	188.995115229				
1fk9uc	149.995024876	219.634375				
1ra6r0	150	387.799239298				
1rbd4j	150	146				
1rcg2l	150	0				
1rhsx0	150.046783626	361.286198338				
1r9ogf	150.04950495	335.790551652				
1r1irm	150.06122449	347.241015409				
1rq2bk	150.071583514	379.024340125				
1lq4ie	150.1	221.480450605				
1crqbp	150.109375	266.591435056				
1qgwmi	150.129032258	321.141988689				
16cgu9	150.133333333	175.025661611				
nsbqr	150.139372822	455.449957187				
1nlrbh	150.142857143	168.36688559				
1gbbyt	150.144736842	252.498047792				
1rqi5r	150.145021645	361.998568805				
1ricmx	150.173333333	178.833805405				
1ra3wz	150.177419355	184.009293611				
1d1ato	150.244755245	258.149228182				
1c012n	150.25	155.48532889				
1pdz2g	150.25	152.171572575				
1numnh	150.260869565	148.229908791				
1rjba4	150.262295082	482.97460822				
1qtewa	150.268041237	336.154312732				
16az9t	150.275862069	301.81895653				
1e70ku	150.28125	170.477955755				
1rn2uu	150.3	467.052985732				
1pn8rk	150.3125	254.341482743				
z2o6n	150.331125828	395.203597824				
1q7utr	150.333333333	243.664158674				
1rqced	150.383152174	386.464700338				
1r51x2	150.4	373.018685859				
wyozq	150.417721519	376.14166941				
ltqh2	150.421052632	233.325652916				
1ri949	150.445783133	534.89682043				
1rf0mj	150.457142857	476.193198659				
1n8saz	150.495145631	371.768193613				
1q3mgv	150.507503411	291.807079014				
16wuhq	150.545454545	406.288492137				
1rqn4c	150.5625	352.058405799				
1pk5lb	150.576923077	360.917311335				
r36e8	150.608527132	408.943455565				
tnbiu	150.635897436	250.62527088				
wwfy0	150.64556962	479.688048367				
1rqed2	150.646942801	375.463142802				
wi9mx	150.666666667	257.61858111				
1r7w1t	150.714285714	208.168593369				
1r8erq	150.717821782	432.51420692				
1hb3ra	150.75	123.83532412				
1rpyhj	150.756272401	401.050687393				
1mb8a1	150.772727273	187.331968785				
1q8u4f	150.777777778	88.4179189704				
1dpmk9	150.780876494	343.970853418				
ky8rx	150.818181818	315.99678312				
1irshn	150.875	95.8363677056				
zv1p7	150.933333333	346.196662157				
1rdy6e	150.967088608	446.311841291				
1rkl6z	150.967889908	374.042967012				
1rqj1w	150.975384615	440.405120501				
1ijn8q	150.99078341	453.23407235				
10am4q	151	182.605038266				
1ocqvx	151	62.2221825397				
1peg6d	151	0				
1r465h	151	109.961356849				
1rp4yx	151	410.917131413				
1rmfdf	151.065989848	332.238157975				
1r92mg	151.111607143	427.287291536				
1rabjf	151.118081181	376.710505886				
1pvpby	151.142857143	81.9101050306				
1rprui	151.142857143	209.298439399				
13vkyp	151.149484536	440.256489587				
1rotr6	151.162162162	420.106034246				
1rm59u	151.178571429	419.513893915				
1rbo7m	151.226666667	537.851208008				
1rk5uo	151.23015873	167.888339816				
1q9tac	151.243589744	279.669181213				
13goy8	151.273584906	179.758172618				
1jz4j4	151.302259887	450.161473409				
15844f	151.333333333	367.864874181				
1ip9xt	151.333333333	211.039227528				
n1hj0	151.338983051	368.493295488				
1nthmm	151.342105263	627.430234172				
mfhu5	151.352272727	388.534192943				
1nfp31	151.4	256.683431487				
1rq5gc	151.410801964	455.095795546				
rw7hh	151.417582418	275.00467126				
1r890u	151.432432432	525.685911802				
13x8xb	151.483333333	486.892795353				
1db7q8	151.484693878	292.547998452				
19jlww	151.484848485	221.515731873				
1kyhwj	151.5	150.5				
1rkd07	151.525345622	340.241904393				
1k7cas	151.555555556	187.552725097				
1rj8ty	151.56402439	453.470078125				
1n7kny	151.571428571	315.297149554				
1okdsx	151.578796562	487.709520278				
1rkf2g	151.592592593	452.134752059				
sm9lb	151.603125	364.474684464				
1fhjvg	151.609756098	261.094869035				
yc6to	151.617913832	408.561954931				
1jih6f	151.631493506	389.318684248				
1qp04l	151.678571429	425.4465766				
1qnzzo	151.709006928	279.680151095				
zkrhz	151.72027972	311.37498823				
1rmoya	151.727272727	278.609972056				
19wyae	151.78807947	151.955361573				
1hpvho	151.816666667	371.576348892				
ppbto	151.897590361	391.577972809				
1n99nm	151.954545455	300.783292161				
1rhqwv	151.955555556	407.900361725				
qn9s5	151.992015968	438.933974384				
1fdp49	152	97				
vndr7	152	0				
16cp05	152.014285714	484.045009503				
1rctpm	152.04137931	388.41840888				
1qnmmw	152.06557377	133.010275562				
1rplxm	152.072093023	398.637483987				
vdll4	152.101010101	224.93287416				
1r139t	152.107954545	363.249436501				
1r8mjb	152.123809524	503.94999176				
1mo8xq	152.133333333	233.394049243				
1mexge	152.142857143	170.29401346				
1rf8di	152.184397163	505.38395772				
10ghxq	152.25	233.3520677				
1rg8cx	152.26	510.881192059				
1rklvz	152.310756972	492.549856966				
1qojzn	152.32	354.457380714				
1qij2m	152.38071066	237.026679801				
1if248	152.388888889	523.599840728				
1r7kyv	152.416666667	107.011259792				
1033ut	152.447368421	436.312074297				
1rh3gj	152.48964497	303.467287962				
1olx7m	152.5	117.789855251				
1opad6	152.5	72.4724085428				
1ah168	152.5625	228.021920205				
14w9tk	152.612745098	352.133180067				
xspjj	152.637860082	329.170850929				
zhycg	152.640449438	305.715783672				
10bqkh	152.674698795	446.36869812				
126anj	152.691666667	294.417639752				
194yqa	152.695652174	392.872967054				
11yo4o	152.72972973	395.403772327				
1rbcrp	152.744769874	444.933220653				
1q1j1c	152.75	74.1497639915				
1rmikz	152.75	71.443596634				
1a86dr	152.789473684	173.285459331				
1mkj2h	152.829333333	414.371778567				
1rnsxs	152.83935743	438.687745497				
1qzm6d	152.842307692	235.12461945				
1rexaf	152.871391076	432.667083312				
1cdpi9	152.891304348	408.130585894				
1m5137	152.899563319	292.220162036				
1rm2j4	152.907284768	271.664439268				
za19e	152.925925926	330.929882461				
1gxxxx	152.933333333	133.138758027				
1ila37	152.935323383	410.369413478				
1rqg4n	152.950199203	453.842404144				
1f5hef	153	115.732450073				
1gjq5y	153	125.069980411				
1h87uf	153	90.629544221				
1qybg3	153	98				
1ba8lb	153.076923077	185.380673434				
1pyoui	153.111111111	223.96450336				
t85rg	153.118421053	349.270441406				
1hec7g	153.118644068	319.915777303				
1fpu1m	153.149253731	163.008218246				
u3w2a	153.15	227.615525613				
1rpfzm	153.187234043	527.320499909				
1rjswg	153.19047619	334.993165395				
1rkxtw	153.215909091	547.484618897				
1r991k	153.243386243	464.54536462				
1rdpqy	153.263537906	360.884481861				
1p77zy	153.271186441	228.038640088				
1lsh0z	153.285714286	163.698952162				
1lnh20	153.287015945	263.783561429				
177a9c	153.333333333	141.166174733				
1rhoay	153.333333333	136.8803208				
13vdn6	153.366336634	378.124559675				
1g30qd	153.368421053	301.556350765				
152sf2	153.380782918	274.352373985				
1rput0	153.394009217	386.3593741				
1rgibu	153.414814815	466.753664671				
1rpn7n	153.482269504	393.14165788				
1pj8gn	153.520408163	223.141998791				
19nkwa	153.543478261	359.45805866				
14ao49	153.545918367	414.347018782				
14s9bq	153.54916986	501.960223751				
mil4w	153.555555556	407.058584676				
1rpz9v	153.564469914	376.114214042				
1cp46a	153.583333333	493.458620071				
10gvpl	153.584415584	494.796254819				
12jiwp	153.594405594	280.5187063				
1q1x1p	153.598039216	183.871772232				
1rpx9c	153.604166667	391.241439714				
1lmw79	153.680555556	474.804662361				
zz71i	153.721804511	339.059299123				
175dck	153.741935484	273.020496423				
1btt8n	153.751196172	202.192918704				
1rhy4b	153.777777778	144.359718741				
1rmviv	153.780952381	364.796146099				
1i754r	153.78358209	279.650697952				
1rks7v	153.807692308	370.8886991				
1rktd0	153.831683168	306.549208471				
1393wo	153.832278481	322.184582831				
1mw2mo	153.839879154	411.42381363				
1j3dgi	153.854092527	469.121117452				
jedk7	153.861702128	359.848700507				
1nomgd	153.865384615	493.278709985				
192u7a	153.88365651	457.923995174				
1rjq2o	153.884615385	381.249147831				
1rirqb	153.892857143	324.890898092				
1rqbub	153.927007299	311.530308892				
1ljwh7	153.9375	400.293559271				
1jmf8s	153.946768061	247.523515454				
1re94i	153.952380952	158.409197722				
147r9f	153.985507246	535.595640956				
1bvhxn	154	13				
1c9ix1	154	239.144307898				
1qvprn	154	7				
1rfn71	154	482.014245986				
1rgf9u	154	152				
yfzgc	154	225.506097479				
17xhqm	154.003831418	452.591325625				
eu66h	154.029972752	476.421357339				
1rb6tz	154.03030303	299.241075563				
1rjku2	154.036199095	456.837073596				
u0ymh	154.056521739	272.053065997				
1nae31	154.142857143	193.782962963				
1rkehe	154.144144144	401.284810007				
1jy8y8	154.153846154	228.373124565				
1iyamm	154.155555556	425.620503312				
1pfzx4	154.192307692	216.954004206				
1otu3w	154.244755245	215.311068408				
1c3scn	154.256097561	389.064945703				
1rnyt0	154.263157895	375.340139369				
1rlfx4	154.285714286	137.119045552				
19thgq	154.303571429	514.174196429				
1koloi	154.305263158	273.485535986				
1qqj2c	154.316455696	334.474443				
1pqnzu	154.331210191	277.734061237				
1q8c1g	154.333333333	87.3206097602				
1rdvum	154.342592593	315.497128649				
1qf5cf	154.363636364	105.161583659				
1rioxt	154.368421053	353.8563804				
12ufzj	154.423076923	530.7962732				
13eng4	154.452599388	302.114449703				
1rcj8d	154.465753425	525.124592709				
1rqlhs	154.468531469	389.718794158				
1r5u11	154.47260274	325.20994684				
w7xt0	154.495833333	421.580066844				
10a91x	154.5	17.5				
1lzdaf	154.5	1.5				
1otj4g	154.5	95.2011029348				
1rn08k	154.511406844	337.813697141				
1pt6qw	154.583333333	163.595261919				
1f4w8j	154.625	127.666496682				
1rp33e	154.625	251.618231404				
1qmfi2	154.629310345	183.12735959				
1gq08b	154.632142857	241.918058077				
1hmuwj	154.642857143	336.111292611				
1rok9q	154.652173913	404.470626514				
1rfgwc	154.694736842	518.534373295				
1rnr6n	154.699115044	346.318536809				
tpsrn	154.708333333	511.218083424				
1ri6rh	154.715827338	379.346022593				
1qc0gd	154.717703349	410.338163405				
1polt3	154.717948718	164.745639017				
1qzs2c	154.75	179.396732133				
19kv6z	154.764705882	271.17733061				
1oztci	154.8	169.735559032				
1pfdes	154.804123711	300.877364447				
1rk263	154.807017544	509.0759237				
1psylu	154.815028902	331.08405828				
u3wqe	154.85106383	270.329190867				
1rh7r2	154.866666667	310.518891893				
1rfl4g	154.869879518	550.045936687				
y3x59	154.907563025	426.514464109				
1rhx38	154.909090909	178.824548114				
1rqfxd	154.93768546	435.758085268				
1rj7gx	154.941176471	395.342974047				
1rqcnu	154.952941176	413.144467138				
szmjj	154.955911824	320.291253446				
1gsfp7	154.967857143	242.474171752				
1rlzc1	154.994594595	385.762320009				
1opuej	155	99.5288902781				
1r0tjr	155	0				
1rchan	155	0				
1rfy4w	155	214.966664082				
1pgos4	155.0625	182.166293792				
nehr6	155.065789474	532.061960567				
1rknuh	155.065934066	424.635203548				
1qlnn3	155.093457944	418.885158859				
1roy8e	155.119873817	428.362178509				
15c44j	155.12	267.952564293				
1n7 q	155.125	221.567956562				
1icq70	155.174825175	478.022003541				
13b0tm	155.195652174	396.62672784				
1rnfs3	155.213675214	340.934909422				
15lq33	155.217877095	246.96457239				
1eks5y	155.230769231	129.833712492				
1rkdrt	155.234449761	337.822335969				
1o04p2	155.25	207.783390818				
1jfmnl	155.255319149	348.000456596				
1rlds0	155.279069767	310.191488164				
1rpnoh	155.28440367	389.829463814				
1kt5u1	155.285714286	91.2370762444				
1rnjc0	155.29	307.811477856				
1kce53	155.320512821	341.443898368				
19bz8k	155.321428571	147.770829707				
11zrdc	155.333333333	121.403825676				
1pi6gj	155.373015873	391.008073114				
1kv8dz	155.373493976	497.45958753				
1re2sj	155.412371134	524.475376939				
1rg9k4	155.435483871	376.12723572				
1365ia	155.466666667	381.801495835				
1rik13	155.5	152.5				
1rjwb3	155.512471655	239.860268192				
1rq7o5	155.524163569	373.502796021				
1f8lf3	155.577272727	253.570571909				
1r7prd	155.616216216	443.115906693				
1rggqr	155.617647059	305.705485725				
iar8r	155.675675676	342.148409982				
1ge88r	155.693693694	493.288063289				
1rnex9	155.701348748	332.327828456				
1q62ml	155.714285714	204.345445813				
1rqh3y	155.731182796	300.827465994				
1rl70l	155.793478261	386.654604829				
1pbcny	155.797101449	256.387986091				
1raaoh	155.801282051	396.142285689				
1ksxsp	155.802325581	173.38194293				
1res32	155.809782609	386.650220697				
1rqd1h	155.819277108	246.667274781				
1ormqr	155.820895522	208.960927961				
1cjkno	155.830275229	465.271023843				
1pozd2	155.85	326.411132623				
zpvat	155.857142857	334.940475979				
1r76ra	155.85915493	166.722616543				
1biixd	155.914529915	382.372543373				
1p8gjn	155.93902439	344.96116245				
1rlvur	155.960784314	326.02312325				
1q6hrx	156	133.958060246				
yqqvx	156	135				
1pn3c1	156.011111111	339.013257507				
1o45ek	156.023809524	393.42779867				
17ym4e	156.043165468	149.514796578				
1reosc	156.060150376	532.050929771				
1rc503	156.094763092	450.926180153				
1peqj9	156.105263158	174.89843511				
1rk1me	156.146341463	344.930601785				
1reeuh	156.166666667	397.552730303				
1qlgbe	156.223602484	290.572020453				
1rjgbk	156.224358974	514.628414287				
1rl5z3	156.262295082	355.382249449				
1i06qb	156.295454545	434.359825676				
1lfu9w	156.309659091	312.382365346				
1rlkd0	156.310679612	416.519544931				
11aysf	156.333333333	183.851993613				
1rbwut	156.340909091	372.466976969				
1rhtww	156.342379958	408.693079326				
1h1lf1	156.347826087	423.317910004				
1masj0	156.363636364	278.20341568				
1rqevt	156.386138614	421.573501579				
1rq064	156.4	390.2452733				
1q2ooa	156.405660377	420.637449286				
12nwtm	156.419354839	357.572259712				
1qt4t2	156.436363636	344.267800815				
1rmwbe	156.45	326.181004199				
1rq0bb	156.450592885	919.455717655				
1mmqr1	156.466666667	375.938357831				
1q2x1k	156.5	101.98161599				
1rih75	156.5	207.031197327				
o42wf	156.5	31.5				
1rq0im	156.512195122	390.458392952				
1qj57k	156.545454545	218.074784352				
17pmat	156.607594937	332.931605008				
1gk6oi	156.615763547	456.70132326				
1rg1kq	156.637860082	463.835362322				
1lc9zl	156.645695364	395.350992892				
1pwxv8	156.679487179	215.941913699				
1oh46a	156.704918033	246.506565221				
u1tyq	156.714285714	470.488514394				
1otleu	156.75	87.4424810947				
1rpjms	156.773809524	397.399102235				
qdpjp	156.783625731	223.901098077				
1q5w5v	156.791878173	165.897229318				
1oj6ml	156.8	96.1465548005				
1rjui8	156.832946636	484.729153862				
1rav1n	156.84516129	400.299648118				
wl4ay	156.850079745	287.754729833				
1rbbjn	156.857142857	477.792372292				
1g5km5	156.90942029	265.748837615				
1rf3rx	156.923076923	408.064955698				
1g62i0	156.928571429	392.485666818				
wj8zo	156.958532695	287.875346611				
1rjf2f	156.973913043	366.580377588				
t8zke	156.976744186	346.052287242				
176su2	157	0				
1hubho	157	168.265266766				
1rpxue	157	309.97197454				
143rz6	157.010526316	501.876237517				
in1r4	157.02200489	312.710825909				
tmcnt	157.025	430.456407572				
174iwk	157.038095238	340.676831191				
1b2yr7	157.061403509	277.447649087				
1ro1kw	157.090277778	488.487033735				
1qn1qc	157.114285714	339.183833125				
1kqtgy	157.121052632	455.366533776				
1psq28	157.13592233	273.638165472				
1ezskn	157.144444444	149.36826683				
1rm5nd	157.213375796	419.723266065				
